"order","item","participant","cont_pred1","cont_pred2","binary_pred","out"
5,37,63,0.0107708121625025,-1.00056615651523,1,0.777302073665641
6,2,63,1.22831042708087,-0.559653434070199,0,0.851321002612019
7,60,63,-0.612080728089872,1.05128623899076,1,0
8,1,63,0.102227128675596,-0.307891153695114,1,0.768315544197777
9,27,63,-0.203101732830006,-0.9948678769074,1,0.868928828677668
10,44,63,0.0758421668677272,-1.31244619820443,0,1
11,21,63,-0.619554916848667,1.44532326239362,0,0.225957591000494
12,18,63,0.00741549229262494,-0.833311603652448,1,0.48198992346665
1,9,63,0.327059043329716,-1.77114862059554,0,0.71390501497287
2,49,63,0.858472875335029,-0.458307940082675,0,0
3,5,63,0.597145717050626,0.339313588569582,0,0
4,23,63,1.06432930123722,-0.0107485611173382,0,0.920127902819214
5,13,63,1.21113313871827,-0.394362280486427,1,0.809117058409565
6,15,63,0.564973924453338,0.265748757437574,1,0.503876196389813
7,28,63,0.0346054530097461,2.07014693885913,1,0.10635878975552
8,25,63,-0.651687244660659,0.00462015381517716,0,0
9,11,63,0.268446704071428,0.062910755339801,1,0.337284961050908
10,22,63,0.406476377619354,0.462279805737489,1,0.547644330278799
11,30,63,-1.17080733923891,-2.23779823439648,1,0
12,40,63,-0.213864894775402,-0.556989057110746,1,0.888611904510165
1,39,63,0.61131731744492,-1.38907446001685,0,1
2,17,63,-1.02333315568585,-0.428428464943018,1,0.641074816698078
3,3,63,-0.636271823672255,1.25709225094596,0,1
4,48,63,-0.0298206771732267,-0.229925888556936,1,0.668439273862361
5,51,63,0.409520688414385,-0.641933557550442,0,1
6,55,63,-1.87968905547243,-1.31162831631014,1,0.435233749493539
7,46,63,-0.317419413069174,0.455592175981591,0,0.263911206581452
8,34,63,-0.397716321307346,0.93163468238168,0,1
9,35,63,-0.999205145768679,0.308042285017359,1,0
10,31,63,0.354319907282874,-0.261437810192924,0,0.424651784067421
11,10,63,1.95814120357185,1.1423445167062,1,0.632499055777483
12,53,63,-1.65986817504443,-1.34089119190557,0,1
1,36,64,-0.874991214244998,1.48943723198248,0,0.0767030063721877
2,48,64,-1.51665094254156,0.898419224581032,1,0.0995681118366384
3,54,64,-2.24476195030177,-0.170450064723053,0,1
4,19,64,-0.162847035816278,1.37589226800937,0,0.537394660960562
5,44,64,-0.102400930005233,-1.36158142234213,1,0.744523933307018
6,31,64,0.831195255434508,-0.0433191520930854,1,0.186420274724862
7,43,64,1.80649570943972,-0.173730212739056,0,0.580844185912442
8,4,64,-1.8295389423913,-1.64066201817203,1,1
9,51,64,-0.575209090110983,0.322620587737464,1,1
10,27,64,0.171584559199904,-1.29309634957807,0,0.49895713973132
11,7,64,0.87176758045052,-1.2445259082798,0,0.266479785287707
12,13,64,-0.926920473095992,0.776049797964616,1,0.152897717038587
1,11,64,0.749066926239594,1.93492145979892,1,0
2,8,64,-0.458972059738656,-1.4995968235975,0,0.218423386591739
3,49,64,-0.509278908831763,1.06811376975031,1,1
4,59,64,0.091677247985877,-1.08134128441176,0,1
5,2,64,0.569847455679256,-0.119045229994107,0,0
6,40,64,-0.558256426345839,0.983079506999435,1,0
7,10,64,-1.53989367428654,-0.873994895729146,0,0.157449980594887
8,28,64,1.40048705544874,-0.641388270057744,0,1
9,39,64,0.99966273619034,0.0726997505948892,1,0.418347785440471
10,15,64,0.225371651257442,-0.0352573549255422,0,0.10635543065001
11,12,64,-0.162423286965289,-0.667915246501793,1,0.672733330020861
12,53,64,1.12194428672318,0.0526595457686275,1,0.416954317365529
1,58,64,0.661966355293865,0.123230994944786,0,0.299626091961679
2,56,64,1.32218419125939,1.24050579564823,1,0.619120470697271
3,46,64,-1.97383294235125,-0.855751632610976,1,0.116660048725576
4,30,64,-0.241133761386564,-0.726640928514029,0,0.17690443826818
5,33,64,0.34994503698359,0.124567537602032,0,0
6,21,64,0.17663301200798,0.441156740461491,0,0
7,41,64,-2.41718850428716,0.529360395928222,0,0
8,35,64,1.96056516107428,1.20542034908772,0,0
9,6,64,2.34609293067367,-1.34188678486478,1,0
10,37,64,1.78494959638129,-0.845632485544035,1,0
11,23,64,0.0347726200826243,-0.258448982865064,0,0
12,55,64,1.23649720712614,-0.478625267685996,1,0
1,16,64,-0.780827521084682,0.852092964236929,1,0
2,34,64,-1.29468249201246,-0.486569299366336,0,0.577643334365248
3,3,64,0.416421400533947,1.07727308878471,1,0.174034020463173
4,57,64,-0.163109347602682,-1.93705483170475,0,0.285822886878882
5,25,64,0.120284899143294,-1.56636188072626,0,0.573694157128608
6,26,64,-0.0131526609504824,1.20155770992315,1,0
7,5,64,-0.455473512140779,-1.03716951566174,0,1
8,60,64,0.445159657123737,0.362649701247849,0,0.0699019952370994
9,32,64,0.791644726401343,0.80827283831543,0,0.333120998518511
10,1,64,1.19899278611239,-0.317969938827655,0,0.350457218178037
11,50,64,1.03910518360485,-0.663044690380141,1,0
12,22,64,0.515837234526776,0.00341090038240886,0,1
1,42,64,0.164943454702013,0.567540845966372,1,1
2,14,64,0.173291988197766,1.78202094028812,1,0.19091977077739
3,45,64,1.44341104872699,0.885890898325042,0,0.102616330018686
4,29,64,0.195775637568547,0.212898364754312,0,1
5,20,64,-0.752036451657321,-1.1397278141799,1,0.192100007999952
6,9,64,2.0315885083636,-0.852195075783823,0,0.321665083889302
7,38,64,-0.311151237946159,-0.169935621727006,0,0.622281968382377
8,18,64,-0.484703068096069,-0.531536552948481,0,0.0671605240336527
9,24,64,-0.726011255798082,0.380815781440342,1,0.229337538138902
10,17,64,0.090382603266971,-0.550395443615685,0,0.238166761374947
11,52,64,-1.6485623560829,0.89761637960709,1,0.212002754594772
12,47,64,-0.544569109047181,-0.853237145397259,1,0.517544656504447
1,55,65,0.40658953044874,0.0816762495400493,0,1
2,45,65,-1.30265558255833,1.78485121922942,1,0
3,54,65,0.708075957262746,-0.974143575520384,1,0.750742462820797
4,36,65,0.904860662629597,0.472448868258057,1,0.642179812649399
5,59,65,0.288441395557136,0.970517124057194,1,0.43799589042268
6,39,65,-0.600761533982209,-1.3971468616432,0,0.696757900776561
7,28,65,-0.153601489608627,-0.146956035547693,1,0.226153479521837
8,60,65,1.59577853590246,1.04059996767679,1,0
9,56,65,-2.18664264245876,-0.256175302599735,0,0.730161604872776
10,48,65,-0.886222781261117,-0.0366004488157825,0,0.35877975653134
11,35,65,-0.0721721791338685,-0.951397202933923,0,0.581737567174878
12,13,65,0.273582616192845,-1.12965914895731,1,0.766965590380554
1,31,65,0.823906437427611,0.0355694781960448,1,0
2,21,65,0.39025255287766,0.767311582493982,0,0.302145367503858
3,52,65,0.0120103127885177,-1.94293125158171,0,0
4,5,65,0.403110490876271,-0.410464020194781,1,1
5,49,65,1.37123458314396,1.68326325936824,0,0.441922422220701
6,30,65,-1.16677732564316,-0.885742045663505,0,0.395017236853619
7,1,65,0.0611274760013731,-0.661914318631756,1,1
8,7,65,-0.550833013163177,0.96299564021397,1,0.269871766149566
9,4,65,-0.709692163107876,-1.12492262238227,1,0
10,8,65,0.286378091232568,0.839935582755067,1,0.359388751475686
11,26,65,0.688757021439963,-0.610745674682339,0,0.746915446068752
12,51,65,1.40519699585365,-0.248513835081859,0,0.505738957369064
1,16,65,-0.317161248228619,0.0347980178378807,0,0.227333717671216
2,58,65,1.28297922562244,-0.131847069586963,1,0
3,19,65,-0.474675800518753,0.0888995984556571,0,0.895913411399116
4,40,65,-1.65237196195691,0.138427970518046,0,0
5,50,65,0.302196039818933,0.456262779308397,0,0.225450689971551
6,46,65,0.888926045698513,1.17351874241243,1,1
7,25,65,-0.388699845014667,0.175396853802441,0,0.601913906592654
8,3,65,0.570864804813643,0.654252357252478,0,0.39897721740306
9,32,65,0.493490849805795,-0.325536101871517,1,1
10,2,65,1.26919558304902,-1.5233046084461,1,0.922115053823931
11,17,65,-0.622903129911689,0.527822001906334,0,0.327474371559745
12,14,65,0.0368398837326038,1.09868986290435,1,0.564120548160758
1,12,65,-2.06568308095046,-0.343998380074489,1,0.768487289989625
2,53,65,-0.645029172689988,0.000739867109947673,1,0
3,29,65,0.0669421682713088,-0.546910818869582,1,0.255519185674543
4,47,65,-0.0780241543953258,0.299359946580102,0,0
5,42,65,1.70470079375623,-1.25711423239308,0,0.757781143667692
6,11,65,-0.971134795514137,-0.332492944593682,1,0.224768432331422
7,15,65,1.29363084711576,0.53509341143047,0,0.319268692058595
8,41,65,0.729788616083533,0.326964801957876,0,0.814822149687564
9,34,65,-0.757085876856237,0.479525002413076,1,0.853374320368706
10,22,65,0.137619609277698,0.96982667290706,1,0.360421876516719
11,44,65,-0.939359558840247,0.345910859665932,0,0.643799141863094
12,43,65,1.56841858460887,-0.250907687267399,0,1
1,27,65,1.35785802840308,-0.238877639143907,1,0.834546692689279
2,20,65,0.126273472189776,0.919160300801412,1,0.264124583721483
3,24,65,0.348078450963765,-0.0659679482278434,1,0.683878289616993
4,37,65,-1.5563206272163,-1.41447197859095,0,0
5,10,65,-0.487318388640739,1.79001827075235,0,0.172555212299107
6,6,65,1.06629166819767,-0.0810414454874426,1,0
7,9,65,2.35668466784917,0.711391146875046,0,0
8,23,65,1.50075891358857,0.284020348113949,0,0.886342336061806
9,57,65,0.0180044299929084,-1.85095708986682,0,1
10,33,65,-1.15197675432436,-0.595708158549443,1,0
11,38,65,-1.52140623038057,-2.14740736932491,0,0.930980276299646
12,18,65,0.390154375569876,0.127470157508976,1,0.293044180195628
1,30,66,0.49538811889388,-0.177567107674777,1,1
2,3,66,0.050667824618736,0.760464535907119,1,0.080050733063333
3,22,66,0.393130135837103,-0.213013438316702,1,0.112992303609502
4,54,66,1.00949098365467,1.11716790330698,1,0
5,7,66,1.47562996817506,-0.99117419227589,1,0
6,32,66,1.46758269170475,1.03114362584057,1,0.26159913424248
7,12,66,-0.766208917451084,-1.00214854951748,0,0.323739792028661
8,24,66,0.793964242955821,-1.28973639090998,0,1
9,17,66,0.507265913684937,0.62596268466504,0,0.0648221827957153
10,27,66,0.80644519208232,0.180918971772801,0,0.166199410102401
11,51,66,0.435442900800335,-0.699856271700268,1,0.138025791780689
12,41,66,-0.791326830010463,0.0393347818646566,0,0.237888210048562
1,14,66,0.750577981181709,1.03541588402003,1,0.149254746305885
2,49,66,0.842392468350008,1.42249790937561,0,0.0725520586205479
3,34,66,0.398473934243251,0.692758519839455,1,0.438239019317825
4,8,66,0.897825574279161,-1.46623599544401,1,0.2198669818593
5,26,66,-1.20645203687678,-0.95470224152382,0,0.159647386603069
6,44,66,-0.785396153116293,0.123622257354054,1,0.26757113022157
7,16,66,-0.470789065029355,-1.76157765779432,1,0.120733153970025
8,13,66,0.260943712788822,0.101663284434222,0,0.0880167558960304
9,9,66,0.706573573478102,-1.58073568815191,1,0.228079443912406
10,56,66,1.8737199476738,-0.802592622310867,1,0.722778660909681
11,35,66,-1.10391013721315,-0.332129897277277,0,0
12,52,66,-0.935505518650108,0.631899630214975,0,0.0870401891269478
1,45,66,0.137117644162265,-0.814874096851877,1,0.113885095013038
2,59,66,-0.980397668843556,-0.633723316474965,0,0.0746762071097111
3,57,66,1.24843680270806,0.496144651883344,1,0.0888252531425257
4,2,66,-0.553944600551662,0.459932473117114,0,0
5,15,66,0.595886867596589,1.31096516006621,0,0
6,6,66,0.593282697558739,-0.982565295713365,1,0
7,18,66,0.19884991830916,-0.353783121126381,1,0
8,53,66,-0.032707058425328,0.543608731895675,0,0.0772427684370466
9,5,66,2.0013560431174,0.751230842756647,0,0.0960289008936131
10,58,66,-0.334282971915569,0.636048546870904,0,0.0793009341847297
11,55,66,-0.746045665603125,0.0106206335560791,1,0.0352535570855174
12,21,66,1.87617770587761,0.91946925789608,1,0.10024940114402
1,39,66,-0.711692982260243,1.15837012936905,1,1
2,46,66,0.48979215293558,0.706925317485797,1,0.0453813856213616
3,60,66,1.05859826650136,-0.108633214782398,0,0.0457755405195788
4,36,66,-1.60217318493678,0.228499855782897,0,0.0505755436128471
5,11,66,0.780917996817849,0.455060413286739,0,0.0201629842355273
6,31,66,1.2310089909925,-0.728176917482785,0,0.0855659979337966
7,47,66,-0.903619373852574,-0.846578188683825,1,0
8,38,66,-0.944099569680433,-0.236498545323617,1,0.467850581495108
9,29,66,-0.901598644553173,0.666963276334374,0,0.00722586323466406
10,20,66,-2.41994192586956,0.401411343248528,1,1
11,37,66,-0.802077999366254,0.202846079105863,1,0.0825095859586652
12,40,66,-0.685797924829783,-0.0239922495972152,1,0.257208083827164
1,1,66,0.486890732252811,0.20424668476289,0,0.106593202174886
2,28,66,0.707140037669327,1.17179894346454,0,0.0109188440089097
3,19,66,0.809798804876479,-0.104569510535539,1,0.717508242061867
4,42,66,-2.29950847669243,0.249674420784114,1,0.0496832897127647
5,4,66,1.59974312733938,1.20235731496099,1,0.120273571818342
6,10,66,-0.395045525194786,-0.801485376749916,0,0
7,50,66,-1.16406278854685,0.372995593964505,0,0.0182791974802044
8,43,66,-0.406224496542256,-1.02161301554982,0,0.291954767347782
9,33,66,-1.08334699401951,-0.178062701367147,0,0.0929081132630694
10,23,66,-1.54567445404242,1.1973046353338,0,0.136291056028753
11,48,66,1.71028651834602,-0.988748491633462,0,0.199930250377889
12,25,66,0.847593336783195,0.998704302660651,1,0.192481039749259
1,23,67,-0.215046151952552,-1.12056072213268,0,0.764558604887336
2,6,67,-1.10140412700449,0.181994621978751,0,0.503383060394851
3,2,67,-0.897760333756262,0.959240765268633,1,1
4,9,67,-0.0886002450928111,-0.967228535841118,0,0
5,4,67,0.579927459776009,1.13731026829182,0,0.162477490373485
6,24,67,-0.260445077612058,1.17945449857177,1,0.213009982217885
7,45,67,-1.77146013883309,-0.806615734971085,0,0
8,31,67,-0.824983426477299,-1.84663870569454,0,1
9,29,67,-1.05040962284054,-0.480876661046008,0,0
10,54,67,0.693707369675091,1.04652466226226,0,0
11,15,67,-0.298801652078406,-0.645788255151221,0,0.151324610549291
12,47,67,0.49914784998356,0.29269722608373,1,0.492341073301866
1,34,67,0.115543882549288,0.208560094010859,0,0.648173944987752
2,28,67,1.63766843713458,0.0880347166002114,1,0.134411672385993
3,43,67,1.43747898488606,-1.58854168547556,0,0.780294771019359
4,21,67,-0.817717163733045,0.37817545313616,1,0.161826169022686
5,16,67,0.132593608893735,-0.373095028948519,0,0
6,5,67,3.12365993717592,-0.758960954774173,0,0.55591857590883
7,33,67,-0.716827115720793,-0.90106344492032,0,0.36616381578176
8,12,67,0.534305560508485,0.278401999367177,1,1
9,32,67,0.483001864852838,-0.889899267351838,1,0.718733811217565
10,38,67,1.37719440774457,-0.618384513838677,1,0.889008166142396
11,40,67,-0.163283538223778,-3.06325720812369,0,0
12,57,67,0.237561708096598,1.48024425543452,0,0
1,46,67,-0.0853502968655217,-0.988897422130838,1,0.25689394297571
2,3,67,0.400000447324649,-0.472794438181139,1,0.398529619358239
3,41,67,0.348273018743909,1.32740258635855,1,0.532346642022828
4,14,67,0.963280955835214,0.527814048781242,0,0.333230407201838
5,55,67,0.737701119140855,1.23415850658273,1,0.086568721876043
6,48,67,-1.37336876240446,0.0806780151591087,1,0.191572457485647
7,42,67,-0.22306398094173,-0.906686648756926,0,0.296772670374428
8,52,67,0.737470282266623,0.566204152486421,1,0.485623355804811
9,39,67,0.988716587572297,-2.20770899023603,1,0
10,22,67,-0.802043038606692,-0.460395149067673,1,0
11,10,67,0.435575868303685,0.805417801181057,0,0.14527586064837
12,53,67,-2.62661016890694,1.14173787123745,1,0.111123530966539
1,20,67,0.171790024460793,0.850650301856288,0,0
2,59,67,0.686662297058233,-0.237903635634614,0,0.268320118380031
3,7,67,0.881850722916561,0.69944602982241,0,0.124118212570273
4,35,67,1.41304372896355,-1.29261017257491,1,0
5,49,67,0.0347125257386981,-0.466713917208045,0,0
6,27,67,-0.595580842107787,2.00390897610205,1,0.178071478670896
7,26,67,-0.689716565610359,0.406448742966541,1,0.347772124513022
8,56,67,-0.478386908688289,-0.681803729673628,0,0.674896710140326
9,58,67,-0.324621604873862,0.354477129186424,0,0.24755067526502
10,50,67,-1.4505715675011,-2.07861855961928,0,0.190770378222261
11,8,67,-1.18031299369383,1.08230885224417,1,0.0866631134965963
12,36,67,2.40198236244433,-0.0867339603986222,0,0.45662121790762
1,37,67,-2.336593767521,1.137559396801,0,0
2,17,67,1.28558910702124,0.0285183170449139,0,0
3,1,67,-0.629109140280764,-1.73248625225528,0,0
4,51,67,-1.14786782513785,-0.613193337090275,1,0.219240023956381
5,60,67,0.556751419478503,-0.555389396401048,0,1
6,13,67,-0.17259188053717,1.33966093527363,1,0
7,30,67,1.11267990630352,0.374528042349155,0,0
8,44,67,1.42532257801195,-0.504809820967111,1,0.78779258456328
9,19,67,-0.958503658373204,0.522239123732573,1,0
10,18,67,-0.886914749201796,-0.0879056879425635,1,0.0897504318947744
11,25,67,-0.67454098639578,0.471745147784168,1,0.381614822569566
12,11,67,0.689905413286625,0.129940471150961,0,0
1,8,68,1.41478138171956,-1.03398568252643,1,0.523563068307819
2,9,68,-1.20682081996903,0.00305775177372329,0,0.130111617179391
3,59,68,0.202031148881015,0.117214946239028,1,0.351029826133173
4,55,68,-1.81775606905857,2.10145733788163,0,1
5,18,68,-0.11089041741227,-0.29705872788769,0,0.104495167922566
6,54,68,-1.69498834304933,0.686676044814729,1,0.170520636336106
7,45,68,0.301630772705203,0.952008339449667,0,0.107644833226303
8,48,68,-1.24057685826342,-1.92047200517641,0,0.39620118590924
9,60,68,1.53285544564802,-0.361193189598306,1,0.314224303337359
10,41,68,0.522119016265537,-0.880822459912162,0,0.783585986347611
11,31,68,0.388439569651992,0.766181870411061,0,0.107038739143675
12,13,68,0.127078165303247,0.636656998761191,0,0.219811691103319
1,15,68,-1.23082296858665,-0.261457719937635,0,0
2,1,68,0.954028523193289,-0.369092613283376,1,0
3,40,68,0.13099521035097,-1.18197355104769,0,0.702517592520344
4,51,68,1.87277352242055,-0.817319363681301,1,0.545111565061364
5,58,68,0.627763568838936,2.06017406841923,1,0
6,50,68,-0.515139525212685,-1.50945462513941,0,0
7,11,68,2.45647445441444,1.57866326231141,0,0.0736399547061139
8,27,68,-1.05155655219171,-2.12735557189777,1,0
9,7,68,1.91078350524873,-0.727036998283221,1,0.508338836538814
10,57,68,0.768189034792678,-0.283859402110332,0,1
11,34,68,0.416259932916842,-0.517042899612291,1,1
12,3,68,0.743790004499924,-1.32310313446052,0,0
1,33,68,-0.667025876083856,-0.742746095847702,0,0
2,42,68,-1.74696833997694,0.783194628110247,0,0.10539470330967
3,53,68,-0.211440497196346,1.15401324033337,0,0.18693763051048
4,46,68,0.549869579307216,1.45230428263189,0,0
5,44,68,-0.918106386766387,-1.15011374744416,1,0.759509406512568
6,28,68,0.0448211879913616,-0.0323668846611031,1,0.111409996562281
7,2,68,-0.519063410559568,0.084409890625689,1,0
8,26,68,-0.487361412801114,-0.684456010095351,1,1
9,37,68,0.66393782124745,-0.714596306923299,1,0.523488403392932
10,39,68,1.26378709352581,1.33214316846836,0,0.268935692867995
11,32,68,-0.104785985511931,0.0914145203278548,0,0
12,20,68,-0.600299589185354,0.277451450060473,1,1
1,38,68,-0.0373847988581288,0.135822589497378,1,0
2,56,68,-0.0158809702279481,-0.57913000833285,0,0
3,6,68,1.29105502980562,-0.704402845886745,0,0.839440428760174
4,24,68,1.4177979881544,1.02418986456249,0,0
5,47,68,2.07692354212908,-0.185372477930581,0,0.641013114113665
6,52,68,-2.26493557563145,0.926750371426721,0,0.174602465184578
7,22,68,0.364981893738989,-0.671130498944398,1,0.411846781378261
8,36,68,0.422602675779972,0.0351143045879746,1,0.457973033393046
9,35,68,0.31166800836065,-0.490444880776195,0,0.340903477430946
10,49,68,1.04579461052667,-2.28649861841702,0,0.766317972485974
11,30,68,-0.0380872764032886,-0.276157390822751,0,1
12,29,68,-1.15094699923199,0.0973268356969051,1,0.0612752074532449
1,5,68,-1.09982140976287,-0.940748867003114,0,0.294590345125106
2,43,68,-0.888072434542492,-0.859551598548726,1,0.687269945717072
3,12,68,-2.23527337554912,0.408905394039556,0,1
4,10,68,1.27541605599195,-0.450848923426739,0,0.388623632912472
5,23,68,1.18862605988415,0.215371881524515,0,0.757477842457763
6,19,68,0.681723871436202,-0.706004381175778,1,1
7,21,68,-1.73293814136013,0.523447527098437,1,0.144197649411916
8,25,68,0.200733998707769,-0.710489584812045,0,0.57549974642967
9,4,68,-0.667097299699305,-0.530316460776591,0,0.309073902792863
10,17,68,-0.769948472196601,1.21942387485558,1,0
11,16,68,0.0135903721496198,-2.46026706500607,0,0.387560140504729
12,14,68,1.4164852863964,0.053269601218875,0,0.505268966491977
1,11,69,-0.613409642208161,-0.810885188255424,0,0.104592118609351
2,36,69,0.916874088263838,-1.14970449080461,1,0.677209084755381
3,52,69,-0.426512156028918,-0.304634577136855,1,1
4,53,69,-1.42136535690515,-0.725305884419522,0,0
5,30,69,-1.53051076803906,1.6539365129137,0,0.0522157062200226
6,54,69,-1.26229610275827,0.977746744601691,0,0.111100637504991
7,57,69,-0.136299074465068,-0.648231187423556,1,0.340442748733559
8,20,69,0.862053489274159,-0.30248926639718,0,0.204974862404633
9,29,69,1.16591427285358,1.42332410965224,1,0.0636702969977412
10,14,69,0.681688252278707,0.0324897951423963,1,0.574921589930979
11,46,69,0.497141594868238,-1.20358552168879,1,0
12,43,69,-0.333059790594156,-0.0254467889121642,1,0
1,38,69,-0.601935013384326,0.368708022595709,0,0.643968882517613
2,21,69,-0.99636448867727,0.781360996623235,0,0.104125132074873
3,23,69,0.857978590133512,-0.1141946528896,1,0.851511939438044
4,48,69,0.0612517370664635,1.15841659734026,0,0.143389621892579
5,7,69,0.141471894163013,-0.197592922284526,0,0.201334803537363
6,24,69,1.19740300187781,-0.295106552166585,0,1
7,34,69,0.803179733873222,-0.990496016856617,0,0
8,42,69,0.427684560424724,0.701758170937203,1,0.309365911492403
9,47,69,-0.712490592826224,-1.05556855067478,0,0.537723478917795
10,50,69,0.0461250713682469,-0.675687420656136,0,0.187552304100589
11,8,69,-0.00824256665674774,1.70436905140051,1,0.116999652470466
12,58,69,-0.297851985049431,-0.928206113813827,0,0.491049523345517
1,41,69,0.822730110705012,0.953485344713239,0,0.578571292241335
2,18,69,-0.0902867446814092,0.829876093834739,1,1
3,10,69,1.43890715768244,0.658895506244274,1,0.369087899687167
4,15,69,0.549407783900256,0.842624399427866,0,0.116758548567646
5,56,69,0.628204581622234,-1.97467948199675,0,0.899382523834371
6,39,69,0.164777585570598,-0.320825148863662,1,0
7,5,69,0.0589915142207383,0.217255231910038,1,0
8,12,69,2.10568029960866,-1.3072069288247,0,0.871728886118433
9,49,69,0.285417338172116,0.31245448705637,1,0.471961047313919
10,13,69,0.911831259256845,-1.68540808421485,0,0
11,31,69,0.136865651747034,0.809172613741818,0,0
12,35,69,-1.52763695109987,0.457970089125327,0,0.136286494253397
1,51,69,0.034176466252177,-0.125385746429684,1,0
2,1,69,1.71032429477819,0.408977767409452,1,0.535966465636219
3,59,69,-0.608579598015672,3.18848947336171,1,0.0620707538809882
4,16,69,-0.624555788339082,0.574626653075254,1,0.121716737158988
5,3,69,1.02726373201197,-0.472155064408232,0,0
6,40,69,0.645355739558001,1.74722906620448,0,0.333458145556703
7,28,69,0.290130645899899,-0.193910633760681,0,0.0856425084549755
8,44,69,0.3941851624407,-0.566952577665006,1,0.783298246104756
9,45,69,0.576051759081104,1.33502480976193,0,0
10,4,69,0.730587841744309,1.55037251348846,0,0.176814329003131
11,9,69,0.529004047844333,0.683656375277126,1,0.235916661732653
12,26,69,0.140364849355316,-1.82544736268113,1,0.785456557580212
1,27,69,-0.0450864780598056,-0.578435051516339,0,0
2,19,69,1.2951039961043,1.71128176948274,1,0.81415761603358
3,60,69,1.89910045545887,0.0740236168728696,0,0.199760260505194
4,32,69,-0.393877897328467,1.06143972046418,1,1
5,2,69,-0.797958741242334,-0.610255572661953,0,0.469723257524318
6,6,69,0.719907583115085,0.038894998630385,1,0.82255937441926
7,55,69,0.735600148453464,-1.3497981053044,1,1
8,25,69,-0.234707151209544,-0.357535855907339,0,0.491436836559407
9,33,69,0.0139041612569778,1.4890428598199,0,0
10,37,69,-0.0738110080608618,-0.619494971711352,0,0.332776135336072
11,22,69,1.20751772214634,0.0153606835177968,1,0.389896138110091
12,17,69,-1.02999164154317,-1.69470114701753,0,0.413392918802066
1,44,70,-0.540305810720107,0.996170586447651,1,1
2,53,70,1.9380316588714,0.326574803401405,0,0
3,60,70,1.66260006269566,1.95871990206445,1,0.366516214073076
4,8,70,-1.93560696863985,0.595436150578943,1,0.383155097168756
5,49,70,0.305763349150007,0.57743872421326,0,0.687842417115641
6,18,70,-2.35775066738283,0.378019964781377,1,0
7,12,70,-0.577879451381524,1.14436969671406,0,0.742754587147921
8,2,70,-2.61684618819796,-0.506920483455229,1,0
9,57,70,-2.02667712272391,1.78132586441687,1,0.226795702428455
10,5,70,0.192979767178404,-0.74480077504735,1,0.823683794430866
11,29,70,-1.14229140105739,0.848271717260059,0,1
12,24,70,-0.933396799864066,-0.884005987713509,1,0.824450293596919
1,47,70,-1.49487005630043,0.187294813487818,0,0.665037544915747
2,45,70,-0.964456494123909,0.656033160185759,0,0.309857986602582
3,7,70,-0.335390041518569,0.467072001731359,1,0.527602264263208
4,28,70,-0.0904565653472124,-2.10009369762042,1,0.667446639448451
5,25,70,-1.49374424983178,0.766597955541769,0,0.599839258499625
6,32,70,-0.128049823848768,0.227638867664737,1,0.870448098883839
7,14,70,-2.10122726996404,-2.05159753360047,1,0.894030318259265
8,27,70,-0.186222859112699,1.33961968289169,1,0.703393146490785
9,15,70,-0.52252128359375,-0.578282679262847,1,0.624354691319458
10,10,70,-1.87368084291473,1.11315890371932,1,1
11,54,70,-0.449613887160817,1.22870401873777,0,0
12,23,70,2.12826572997559,-0.183959036354631,0,0.963985782924801
1,4,70,1.40659615498476,0.474197942420923,1,0.801933164089706
2,56,70,0.895512191407607,1.94168910421014,0,0.815825027905682
3,1,70,1.37363666082106,-1.21291717702112,1,0
4,59,70,-1.81947535131453,-0.0396013645591309,0,0.463026631286457
5,46,70,-0.620737609288557,-0.204668178624459,1,0.532710567075733
6,36,70,2.23253240362753,0.126858329580021,1,0.879712735292091
7,11,70,-2.18011013777002,2.37212940921345,0,0
8,48,70,-0.367669211556369,-0.747452239309374,0,0
9,20,70,0.586542639828717,0.197440950841823,0,0.450740643754383
10,43,70,0.609897695163719,-1.34244111365607,0,0
11,6,70,0.829996032532442,-0.616160937213349,0,0
12,39,70,-0.0408105971159424,-1.06389463339042,0,0
1,34,70,-1.9733792654735,-0.41126947070569,1,0.931049578321339
2,19,70,0.267276088608181,-0.0451536425003304,1,0.976467780109047
3,42,70,0.394420227260943,1.80378609416268,0,0.396098069358291
4,37,70,-0.105098492291127,0.237519018276664,0,0.58258156384655
5,33,70,1.38584075398123,-2.28713978838621,0,0.946343236819131
6,38,70,0.23555959956493,1.97461176658437,0,0.814029388350854
7,31,70,0.635993876151288,-0.356413422853746,1,0.672307008298781
8,30,70,-0.131320129006558,-0.490826467928902,1,0.717486051087197
9,16,70,-0.713782456959862,-1.14682874052424,0,0.519880994556395
10,13,70,1.2165415755004,0.940198510916612,0,0.625324952374437
11,51,70,0.169512579907374,0.133273916791334,0,1
12,22,70,-1.99692135618872,-1.44127114126042,1,0.702424776747773
1,52,70,0.369208491805552,-0.450852640462799,1,0
2,55,70,1.77804796424949,-0.918196345752354,0,0.657098952106813
3,3,70,-0.0685268045583478,-1.9319222640371,0,0.839029487727467
4,58,70,-3.62668981412722,-0.928222468897732,1,0
5,35,70,0.453138917901979,0.051913518581323,1,0
6,17,70,-0.715433743323889,-0.281703278621038,0,0.614563192798028
7,9,70,-0.851344588163955,0.412513983748334,0,0.391397859917299
8,21,70,0.452666336953435,-0.947322723258481,0,0.720382216205115
